INDEX,STORY,QUERY
408,"One day, Grandma Wang walks home very late at night. She does not like walking home alone in the dark because she always fears that someone attacks and robs her. She really is a very nervous person! Suddenly, a man comes out of the shadows. He wants to ask Mrs. Wang what time it is now, so he walks towards her. When Grandma Wang sees the man walking towards her, she starts to tremble and says, ""Take my wallet, just please do not hurt me!""",<question>###QUESTION: Does the man feel surprised by what Grandma Wang says?</question><option>###OPTION: A. Yes B. No</option>
409,"One day, Grandma Wang walks home very late at night. She does not like walking home alone in the dark because she always fears that someone attacks and robs her. She really is a very nervous person! Suddenly, a man comes out of the shadows. He wants to ask Mrs. Wang what time it is now, so he walks towards her. When Grandma Wang sees the man walking towards her, she starts to tremble and says, ""Take my wallet, just please do not hurt me!""","<question>###QUESTION: Why does Grandma Wang say this when the man just wants to ask her what time it is now?</question><option>###OPTION: A. Grandma Wang mistakenly thinks the man wants to rob her, not understanding the man's intention. B. Because the man wants to rob her, so she persuades the man not to hurt her. C. The man wants to rob her wallet, she is scared and nervous. D. Grandma Wang, not knowing what time it is now, fears the man will attack her.</option>"
410,"Wang Xiaohong is a supermarket promoter, she plays a famous cartoon character in the supermarket's anniversary celebration. She puts on colorful clothes, wears a specially made mask, and imitates the unique tone and movements of the character, saying she has the superpower to fulfill wishes. In the supermarket, she recommends products to customers as this character, interacts with children, takes photos for memory, and attracts many customers.",<question>###QUESTION: Does Wang Xiaohong tell the truth?</question><option>###OPTION: A. Yes B. No</option>
411,"Wang Xiaohong is a supermarket promoter, she plays a famous cartoon character in the supermarket's anniversary celebration. She puts on colorful clothes, wears a specially made mask, and imitates the unique tone and movements of the character, saying she has the superpower to fulfill wishes. In the supermarket, she recommends products to customers as this character, interacts with children, takes photos for memory, and attracts many customers.",<question>###QUESTION: Why does Wang Xiaohong do this?</question><option>###OPTION: A. Wang Xiaohong does this because she really thinks she is that cartoon character and wants to experience the life of this character. B. Wang Xiaohong does this because she wants to escape daily work responsibilities by playing the role. C. Wang Xiaohong does this to respond to the supermarket's promotional activities and attract customer attention. D. Wang Xiaohong does this because she conducts a market research on the impact of role-playing on customer shopping behavior.</option>
412,"Wang Liang is a successful entrepreneur, and he runs a company together with his partner, Liu Na. One day, the company secures a large contract, and Liu Na feels very excited about it. She says to Wang Liang, ""We have finally succeeded!"" However, in the evening at home, Liu Na complains to her friend, ""The contract task is quite heavy, and I'm a bit worried.""",<question>###QUESTION: Is Liu Na really excited?</question><option>###OPTION: A. A. Yes B. B. No</option>
413,"Wang Liang is a successful entrepreneur, and he runs a company together with his partner, Liu Na. One day, the company secures a large contract, and Liu Na feels very excited about it. She says to Wang Liang, ""We have finally succeeded!"" However, in the evening at home, Liu Na complains to her friend, ""The contract task is quite heavy, and I'm a bit worried.""","<question>###QUESTION: Why does Liu Na express both happy and worried emotions?</question><option>###OPTION: A. Liu Na is happy that the company gets a large contract, but is disappointed that she does not receive more rewards. B. Liu Na is happy about the company's success, but worries that the company will be affected if the contract is not completed. C. Liu Na is happy that the company gets a large contract, but is disappointed that the internal relations in the company become more tense. D. Liu Na is happy about the company's success, but is disappointed that her partner does not cherish their cooperation.</option>"
414,"In a college campus activity, the usually quiet and introverted Xiao Zhang suddenly shines on stage. He wears sunglasses, wears his hat backwards, imitates the singing and movements of a famous singer, says he is that singer, and gives a stunning performance. His classmates all laugh at his performance, and the recorded video quickly becomes popular on the internet.",<question>###QUESTION: Does Xiao Zhang tell the truth?</question><option>###OPTION: A. Yes B. No</option>
415,"In a college campus activity, the usually quiet and introverted Xiao Zhang suddenly shines on stage. He wears sunglasses, wears his hat backwards, imitates the singing and movements of a famous singer, says he is that singer, and gives a stunning performance. His classmates all laugh at his performance, and the recorded video quickly becomes popular on the internet.","<question>###QUESTION: Why does Xiao Zhang say this?</question><option>###OPTION: A. Xiao Zhang does this because he really wants to become that famous singer, this is his career dream. B. Xiao Zhang disguises himself because he is tired of his real identity and wants to hide his true face. C. Xiao Zhang chooses to disguise as a famous singer for entertaining his classmates, bringing everyone a surprise, and also for challenging himself, trying different lifestyles. D. Xiao Zhang chooses to do this because of the encouragement and support from his classmates, he wants to show his versatility.</option>"
416,"Xiaoli does not watch movies for a long time, she gets invited by her friend to watch a movie today. Xiaoli's grandfather really likes to have dinner with the family. Tonight, Xiaoli's family celebrates her grandfather's birthday. Grandfather asks Xiaoli if she goes out tonight, Xiaoli says ""does not go out"".",<question>###QUESTION: Is what Xiaoli tells her grandfather true?</question><option>###OPTION: A. Yes B. No</option>
417,"Xiaoli does not watch movies for a long time, she gets invited by her friend to watch a movie today. Xiaoli's grandfather really likes to have dinner with the family. Tonight, Xiaoli's family celebrates her grandfather's birthday. Grandfather asks Xiaoli if she goes out tonight, Xiaoli says ""does not go out"".","<question>###QUESTION: Why does Xiaoli want to watch a movie, but says she wants to have dinner with her family?</question><option>###OPTION: A. Because she does not want to disappoint her grandfather. B. Because she worries her friend cancels the plan. C. Because she actually prefers to be with her family. D. Because she does not like the movie she prepares to watch.</option>"
418,"At a family gathering, Meng Hua's cousin asks him if he believes in the real existence of Santa Claus. Meng Hua does not want to break his cousin's fantasy, so he says: ""Of course, Santa Claus is real!""",<question>###QUESTION: Does Meng Hua tell the truth?</question><option>###OPTION: A. Yes B. No</option>
419,"At a family gathering, Meng Hua's cousin asks him if he believes in the real existence of Santa Claus. Meng Hua does not want to break his cousin's fantasy, so he says: ""Of course, Santa Claus is real!""",<question>###QUESTION: Why does Meng Hua say this?</question><option>###OPTION: A. Meng Hua convinces his cousin because Santa Claus is real. B. Meng Hua convinces his cousin because he does not want to shatter his illusion. C. Meng Hua tells a white lie because he wants to give his cousin a surprise. D. Meng Hua tells a white lie because he does not want to shatter his cousin's illusion.</option>
420,"On a Saturday morning, Li Hua attends her favorite yoga class. She always pays attention to maintaining her figure, so she wears professional sportswear every time she goes to yoga class. She always wants to be a yoga instructor, so today she tries on a yoga instructor's outfit for fun. The yoga instructor walks over to her and says, ""Li Hua, you dress like a professional yoga instructor today!"" Li Hua says, ""Yes, I am the instructor today.",<question>###QUESTION: Is what Li Hua says true?</question><option>###OPTION: A. Yes B. No</option>
421,"On a Saturday morning, Li Hua attends her favorite yoga class. She always pays attention to maintaining her figure, so she wears professional sportswear every time she goes to yoga class. She always wants to be a yoga instructor, so today she tries on a yoga instructor's outfit for fun. The yoga instructor walks over to her and says, ""Li Hua, you dress like a professional yoga instructor today!"" Li Hua says, ""Yes, I am the instructor today.","<question>###QUESTION: Why does Li Hua say this?</question><option>###OPTION: A. She wants to wear yoga clothes to tease the yoga teacher. B. She thinks the coach's clothes are more comfortable. C. She always pays attention to keep her figure and likes to wear professional clothes. D. She tries to appear in the image of a coach, she longs to be a yoga instructor.</option>"
422,"Zhou Li and Lin Tao are rival singers. At a music awards ceremony, Zhou Li publicly announces that she is about to collaborate with an internationally renowned singer, even though this collaboration has not been finalized yet. Lin Tao feels that his position in the music industry is threatened and, unwilling to be outdone, also announces that his new album will be produced by a world-class producer, even though this is only a preliminary discussion.",<question>###QUESTION: Is what Zhou Li announced true?</question><option>###OPTION: A. A. Yes B. B. No</option>
423,"Zhou Li and Lin Tao are rival singers. At a music awards ceremony, Zhou Li publicly announces that she is about to collaborate with an internationally renowned singer, even though this collaboration has not been finalized yet. Lin Tao feels that his position in the music industry is threatened and, unwilling to be outdone, also announces that his new album will be produced by a world-class producer, even though this is only a preliminary discussion.","<question>###QUESTION: Why does Lin Tao announce that his new album is produced by a world-class producer?</question><option>###OPTION: A. Lin Tao indeed reaches a cooperation with a world-class producer. B. Lin Tao hopes to reach a cooperation with a world-class producer by making the announcement. C. Lin Tao tries to enhance his fame through a fictitious collaboration, in response to Zhou Li's announcement. D. Lin Tao disdains Zhou Li's ability to collaborate with an international singer.</option>"
424,"Xiao Li and Mr. Wang are neighbors, and their relationship has become quite good because they live in the same building. The neighbors upstairs are often noisy late at night, and Mr. Wang has complained to them several times without any improvement. Xiao Li is currently complaining to Mr. Wang, saying, ""I've had enough of our upstairs neighbors. They always have parties at night, the music is deafening, and it's hard for me to sleep. I really want to move out."" In reality, Mr. Wang also knows about this situation, but to prevent Xiao Li from moving out, he laughs and says, ""Maybe you just need to look at it from a different perspective. Perhaps the people upstairs aren't doing it on purpose. Don't be too anxious; after all, there will always be challenges in life.""",<question>###QUESTION: Is what Mr. Wang said true?</question><option>###OPTION: A. A. Yes B. B. No</option>
425,"Xiao Li and Mr. Wang are neighbors, and their relationship has become quite good because they live in the same building. The neighbors upstairs are often noisy late at night, and Mr. Wang has complained to them several times without any improvement. Xiao Li is currently complaining to Mr. Wang, saying, ""I've had enough of our upstairs neighbors. They always have parties at night, the music is deafening, and it's hard for me to sleep. I really want to move out."" In reality, Mr. Wang also knows about this situation, but to prevent Xiao Li from moving out, he laughs and says, ""Maybe you just need to look at it from a different perspective. Perhaps the people upstairs aren't doing it on purpose. Don't be too anxious; after all, there will always be challenges in life.""","<question>###QUESTION: Why did Mr. Wang say so?</question><option>###OPTION: A. A. Mr. Wang believes Xiao Li should consider moving to avoid the impact of upstairs noise. B. B. He is trying to encourage Xiao Li to continue enduring, as the people upstairs might just want to gather with friends. C. C. Mr. Wang, to maintain a good neighborhood relationship with Xiao Li, intentionally suggests that the people upstairs might not be doing it on purpose. D. D. Mr. Wang thinks Xiao Li is overly anxious and shouldn't feel too much pressure about the noise from upstairs.</option>"
426,"One afternoon, the school announces the latest exam results. Xiao Ming is always the top student in the class, but his performance in this exam is not as good as before. When he sees his report card, he feels very upset. Teacher Li sees his expression, comes over, and says to him: ""Xiao Ming, grades do not represent everything, you are still that shining diamond!""",<question>###QUESTION: Does Teacher Li really say Xiao Ming is a diamond?</question><option>###OPTION: A. Yes B. No</option>
427,"One afternoon, the school announces the latest exam results. Xiao Ming is always the top student in the class, but his performance in this exam is not as good as before. When he sees his report card, he feels very upset. Teacher Li sees his expression, comes over, and says to him: ""Xiao Ming, grades do not represent everything, you are still that shining diamond!""","<question>###QUESTION: Why does Teacher Li say this?</question><option>###OPTION: A. Because she thinks Xiao Ming is actually a diamond, grades are not important. B. Because she uses a metaphor to encourage Xiao Ming, so he does not worry too much about grades. C. Because she sees that Xiao Ming's grades are really bad, so she uses a white lie. D. Because Xiao Ming is always the top student in the class, so the teacher does not accept his grades are not as good as before, she hopes he becomes a diamond.</option>"
428,"Aunt proudly displays her new variety of vegetables at the market, but these vegetables are actually not fresh. Xiao Li sees the actual situation of the vegetables, but seeing Aunt's hard work and enthusiasm, he praises, ""These vegetables look really good, I definitely buy when I come next time.",<question>###QUESTION: Is what Xiao Li says true?</question><option>###OPTION: A. Yes B. No</option>
429,"Aunt proudly displays her new variety of vegetables at the market, but these vegetables are actually not fresh. Xiao Li sees the actual situation of the vegetables, but seeing Aunt's hard work and enthusiasm, he praises, ""These vegetables look really good, I definitely buy when I come next time.","<question>###QUESTION: Why does Xiao Li say this?</question><option>###OPTION: A. Xiao Li thinks Aunt's vegetables are indeed fresh, his praise is based on the real evaluation of the vegetable quality. B. Xiao Li says this because he hopes to get Aunt's discount price through praise. C. Xiao Li thinks the vegetables are fresh and also wants to maintain a good relationship with Aunt, so he chooses to praise Aunt's vegetables. D. Xiao Li praises Aunt's vegetables out of politeness, even though he does not actually plan to buy.</option>"
430,"Xiao Li is a very excellent high school student. One day, her math test paper accidentally gets a very low score. When her friends ask about this score, Xiao Li answers that she does not concentrate on preparing for the exam because of a cold, so the exam does not go well. She also mentions that she already starts to review, and she definitely does better next time. In fact, Xiao Li cheats in the exam that day and gets caught.",<question>###QUESTION: Is what Xiao Li says true?</question><option>###OPTION: A. Yes B. No</option>
431,"Xiao Li is a very excellent high school student. One day, her math test paper accidentally gets a very low score. When her friends ask about this score, Xiao Li answers that she does not concentrate on preparing for the exam because of a cold, so the exam does not go well. She also mentions that she already starts to review, and she definitely does better next time. In fact, Xiao Li cheats in the exam that day and gets caught.","<question>###QUESTION: Why does Xiao Li say this?</question><option>###OPTION: A. Xiao Li says this because she fears the truth will ruin her reputation, so she makes up the excuse of having a cold. B. Xiao Li says this because she indeed has a cold, which prevents her from concentrating during the exam. C. Xiao Li just experiences a family dispute, she says these to avoid showing her family problems in front of her friends. D. Xiao Li says this because she does not want others to worry about her health condition due to a previous accident.</option>"
432,"Mr. Zhao is a respected doctor with exceptional medical skills, often having many patients waiting in line for consultations. However, he is someone who cares deeply about others' opinions. A while back, Mr. Li's cow had damaged Mr. Zhao's vegetable garden, leading to a heated argument between them. This incident, though, is now in the past for Mr. Zhao. One day, Mr. Li approached Mr. Zhao, hoping he could help figure out why his cow suddenly stopped eating. Upon hearing it was for the cow, Mr. Zhao told Mr. Li, ""I'm too busy lately, with several surgeries lined up. It's better for you to find another veterinarian to take a look."" Despite some disappointment, Mr. Li thanked Mr. Zhao and turned away.",<question>###QUESTION: Is what Mr. Zhao says true?</question><option>###OPTION: A. A. Yes B. B. No</option>
433,"Mr. Zhao is a respected doctor with exceptional medical skills, often having many patients waiting in line for consultations. However, he is someone who cares deeply about others' opinions. A while back, Mr. Li's cow had damaged Mr. Zhao's vegetable garden, leading to a heated argument between them. This incident, though, is now in the past for Mr. Zhao. One day, Mr. Li approached Mr. Zhao, hoping he could help figure out why his cow suddenly stopped eating. Upon hearing it was for the cow, Mr. Zhao told Mr. Li, ""I'm too busy lately, with several surgeries lined up. It's better for you to find another veterinarian to take a look."" Despite some disappointment, Mr. Li thanked Mr. Zhao and turned away.","<question>###QUESTION: Why does Mr. Zhao say so?</question><option>###OPTION: A. A. Mr. Zhao often has many patients waiting for consultations, and he is indeed very busy recently. B. B. Mr. Zhao harbors some resentment towards Mr. Li's cow for previously damaging his vegetable garden, so he doesn't want to help. C. C. Mr. Zhao actually doesn't like Mr. Li, so when he seeks help, Mr. Zhao deliberately finds excuses to decline. D. D. Mr. Zhao is afraid that if people in the village see him unable to treat the cow, it lowers his respected status. Therefore, he finds a reason to decline.</option>"
434,"In a costume role-playing competition, Yang Qing participates and plays an ancient martial arts master, wearing a gorgeous warrior costume, and a helmet studded with jewels. During the competition, a spectator suddenly comes on stage and enthusiastically greets Yang Qing: ""Hello, I am Ah Long, who are you?"" Yang Qing answers without hesitation: ""I am the martial arts master here.""",<question>###QUESTION: Does Yang Qing tell the truth?</question><option>###OPTION: A. Yes B. No</option>
435,"In a costume role-playing competition, Yang Qing participates and plays an ancient martial arts master, wearing a gorgeous warrior costume, and a helmet studded with jewels. During the competition, a spectator suddenly comes on stage and enthusiastically greets Yang Qing: ""Hello, I am Ah Long, who are you?"" Yang Qing answers without hesitation: ""I am the martial arts master here.""","<question>###QUESTION: Why does Yang Qing say this?</question><option>###OPTION: A. He really thinks he is the ancient martial arts master he plays in the competition. B. Yang Qing plays a martial arts master, integrating himself with the role he plays to enhance the performance effect. C. The spectator's greeting is too sudden, causing Yang Qing to be a bit confused when answering. D. Because Yang Qing wears a gorgeous warrior costume and a helmet inlaid with jewels, he looks like a martial arts master.</option>"
436,"At the company annual meeting, Manager Wang listens to Xiao Liu's work progress report and frowns at Xiao Liu, saying, ""Your work style seems like a leisurely snail, slowly crawling."" Xiao Liu feels a bit embarrassed.",<question>###QUESTION: Is Xiao Liu a snail?</question><option>###OPTION: A. Yes B. No</option>
437,"At the company annual meeting, Manager Wang listens to Xiao Liu's work progress report and frowns at Xiao Liu, saying, ""Your work style seems like a leisurely snail, slowly crawling."" Xiao Liu feels a bit embarrassed.",<question>###QUESTION: Why does Manager Wang say this?</question><option>###OPTION: A. He thinks Xiao Liu is a leisurely snail. B. He is a person who likes to joke. C. He uses a metaphor to describe Xiao Liu's work as slow. D. He thinks Xiao Liu works as seriously as a snail.</option>
438,"Yichun and Yating are good friends, playing a telephone game in the house. Yichun has never seen a telephone before. At this moment, their mother brings a fruit platter with apples, bananas, and pears. Yating, who loves bananas the most, picks up a banana from the fruit platter and puts it to her ear. She says to Yichun, ""Look! This banana is a telephone!""",<question>###QUESTION: Is what Yating says true?</question><option>###OPTION: A. A. Yes B. B. No</option>
439,"Yichun and Yating are good friends, playing a telephone game in the house. Yichun has never seen a telephone before. At this moment, their mother brings a fruit platter with apples, bananas, and pears. Yating, who loves bananas the most, picks up a banana from the fruit platter and puts it to her ear. She says to Yichun, ""Look! This banana is a telephone!""",<question>###QUESTION: Why does Yating say so?</question><option>###OPTION: A. A. Because Yating loves bananas the most B. B. Because a banana looks more like a telephone than apples and pears C. C. Because she wants to tease Yichun D. D. Because she is playing around with Yichun</option>
440,"Li Lei really likes to play basketball, but his skills are not very good. Li Lei's friends often invite him to play basketball after school. Lei's sister always mocks his basketball skills. He is now in his senior year of high school and his coursework is heavy. Today is the weekend, Li Lei's friend invites him to play basketball. When Lei's sister asks him, ""Do you go to play basketball today?"" Li Lei answers, ""No.""",<question>###QUESTION: Is what Li Lei says to his sister true?</question><option>###OPTION: A. Yes B. No</option>
441,"Li Lei really likes to play basketball, but his skills are not very good. Li Lei's friends often invite him to play basketball after school. Lei's sister always mocks his basketball skills. He is now in his senior year of high school and his coursework is heavy. Today is the weekend, Li Lei's friend invites him to play basketball. When Lei's sister asks him, ""Do you go to play basketball today?"" Li Lei answers, ""No.""","<question>###QUESTION: Why does Li Lei want to play basketball, but he says no?</question><option>###OPTION: A. Because he thinks basketball is not interesting. B. Because he is afraid of being mocked by his friends. C. Because he does not want his sister to mock him anymore. D. Because he is in his senior year of high school and his coursework is heavy, he does not want to affect his studies by playing basketball.</option>"
442,"Xiaohua's school has a strict rule that students who do not complete their homework cannot participate in extracurricular activities. Xiaohua enjoys extracurricular activity time. Today, Xiaohua wants to participate in the school's basketball game. Xiaohua's dad asks him, ""Do you want to participate in extracurricular activities today?"" Xiaohua replies, ""No.""",<question>###QUESTION: Is what Xiaohua tells his dad true?</question><option>###OPTION: A. Yes B. No</option>
443,"Xiaohua's school has a strict rule that students who do not complete their homework cannot participate in extracurricular activities. Xiaohua enjoys extracurricular activity time. Today, Xiaohua wants to participate in the school's basketball game. Xiaohua's dad asks him, ""Do you want to participate in extracurricular activities today?"" Xiaohua replies, ""No.""","<question>###QUESTION: Why does Xiaohua clearly want to participate in the basketball game, but says there are no extracurricular activities?</question><option>###OPTION: A. Because he actually does not like basketball. B. Because he forgets there are extracurricular activities. C. Because he fears that the teacher finds out he plays without doing homework. D. Because he wants to play basketball secretly without his dad knowing.</option>"
444,"Anming's mother spends a long time making Anming's favorite fried fish and chips. But when she brings the food to Anming, Anming watches TV, she doesn't even look up, and doesn't say thank you. Anming's mother says angrily: ""You are really polite!""",<question>###QUESTION: Does mother tell the truth?</question><option>###OPTION: A. Yes B. No</option>
445,"Anming's mother spends a long time making Anming's favorite fried fish and chips. But when she brings the food to Anming, Anming watches TV, she doesn't even look up, and doesn't say thank you. Anming's mother says angrily: ""You are really polite!""",<question>###QUESTION: Why does the mother say this?</question><option>###OPTION: A. She thinks Anming is a very polite child B. She lies to encourage Anming to be a very polite child C. She wants to mock her own food is not delicious. D. She wants to mock Anming is a child without manners.</option>
446,"In the ancient temple in the deep mountains, Monk Zhikong is the abbot of the temple and receives great respect from the believers. However, one night, a priceless relic in the temple gets stolen. The believers are in a heated discussion, and Monk Zhikong, in order to avoid the believers doubting the safety of the temple, says to everyone: ""The relic is not stolen, it just hides temporarily and comes back in a few days.""",<question>###QUESTION: Is what Monk Zhikong says true?</question><option>###OPTION: A. Yes B. No</option>
447,"In the ancient temple in the deep mountains, Monk Zhikong is the abbot of the temple and receives great respect from the believers. However, one night, a priceless relic in the temple gets stolen. The believers are in a heated discussion, and Monk Zhikong, in order to avoid the believers doubting the safety of the temple, says to everyone: ""The relic is not stolen, it just hides temporarily and comes back in a few days.""","<question>###QUESTION: Why does Monk Zhikong say this?</question><option>###OPTION: A. Monk Zhikong says this to cover up the fact that he is the real thief, he hopes time gives him a chance to quietly put the relic back in place. B. Monk Zhikong says this because he wants the thief to turn himself in, giving the thief a chance to reform through this statement. C. Monk Zhikong actually sees the thief with his own eyes, he says this because he wants to retrieve the relic by himself, giving the believers a surprise. D. Monk Zhikong says this because he wants to cover up the security lapses within the temple, thereby maintaining the reputation of the temple and the trust of the believers.</option>"
448,Xiao Ming receives a bicycle on his birthday.,<question>###QUESTION: What is Xiao Ming's emotion?</question><option>###OPTION: A. Embarrassed B. Happy C. Disappointed D. Regretful</option>
449,Xiao Ming receives a bicycle on his birthday.,"<question>###QUESTION: He should be very happy, but he is very disappointed, why?</question><option>###OPTION: A. Xiao Ming worries that riding a bicycle affects his studies. B. Xiao Ming fears that riding a bicycle to school makes his classmates laugh at him. C. Xiao Ming thinks the color of the bicycle does not match his clothes. D. Xiao Ming hopes for a computer as a gift, not a bicycle.</option>"
450,"Xiao Ming is having a birthday, he hopes for a computer or a new game as a birthday gift, on his birthday he receives a bicycle.",<question>###QUESTION: What is Xiao Ming's emotion at this time?</question><option>###OPTION: A. Embarrassed B. Happy C. Disappointed D. Regretful</option>
451,"In the company annual meeting lottery segment, the ordinary employee Zhang Wei unexpectedly draws the first prize, this is a brand new car.",<question>###QUESTION: What is Zhang Wei's reaction when he draws the first prize?</question><option>###OPTION: A. Surprise B. Angry C. Sadness D. Embarrassed</option>
452,"In the company annual meeting lottery segment, the ordinary employee Zhang Wei unexpectedly draws the first prize, this is a brand new car.","<question>###QUESTION: Zhang Wei should feel very surprised, but he feels ashamed, why?</question><option>###OPTION: A. Zhang Wei experiences many failures recently, so he thinks he does not deserve such a reward, getting such a reward makes him feel ashamed. B. Zhang Wei deliberately manipulates the lottery program in advance, although he is not discovered, he knows this behavior is not honorable. C. The company just passes a regulation recently, prohibiting employees from accepting gifts over a certain value, Zhang Wei worries that this car makes him struggle whether to accept this car or not. D. Zhang Wei is actually not interested in cars, he hopes to get the bonus and extra vacation provided by the company more.</option>"
453,"At the company annual meeting lottery session, ordinary employee Zhang Wei unexpectedly draws the first prize - a brand new car. This is because Zhang Wei deliberately manipulates the lottery program in advance, although he is not discovered, but he knows this behavior is not honorable.",<question>###QUESTION: What kind of emotion does Zhang Wei have when he draws the first prize?</question><option>###OPTION: A. Surprise B. Ashamed C. Sadness D. Embarrassed</option>
454,"Chen Xiao attends a highly anticipated magic show. When the magician starts his signature trick, Chen Xiao watches intently, expecting to see incredible magic.",<question>###QUESTION: What is Chen Xiao's reaction while watching the magic show?</question><option>###OPTION: A. Bored B. Thrilled C. Proud D. Surprise</option>
455,"Chen Xiao attends a highly anticipated magic show. When the magician starts his signature trick, Chen Xiao watches intently, expecting to see incredible magic.","<question>###QUESTION: Chen Xiao should be excited about the magic show, but in fact, he seems bored, why?</question><option>###OPTION: A. Chen Xiao thinks there are many flaws and defects in the cooperation between magicians. B. Chen Xiao feels that the surprise brought by this performance does not meet his expectations. C. Chen Xiao finds that the magic of the performance is not mysterious, and he guesses the trick of the magic. D. The environment and atmosphere of the magic show are not as exciting as Chen Xiao expects, which makes him feel disappointed and bored.</option>"
456,"Chen Xiao attends a highly anticipated magic show. When the magician starts his signature trick, Chen Xiao watches intently, hoping to see incredible magic, but before the performance ends, he finds that the magic is not mysterious, and he guesses the trick of the magic.",<question>###QUESTION: What is Chen Xiao's reaction while watching the magic show?</question><option>###OPTION: A. Bored B. Excited C. Proud D. Surprised</option>
457,"Li Hua really likes to study folk customs. When he tours Thailand, he accidentally participates in a local traditional festival. The customs and activities of this festival are completely different from what he experiences before.",<question>###QUESTION: What is Li Hua's feeling when he sees this traditional festival?</question><option>###OPTION: A. Angry B. Thrilled C. Angry D. Surprise</option>
458,"Li Hua really likes to study folk customs. When he tours Thailand, he accidentally participates in a local traditional festival. The customs and activities of this festival are completely different from what he experiences before.","<question>###QUESTION: Li Hua should feel surprised about this unexpected festival, but he actually feels excited. Why is this?</question><option>###OPTION: A. Li Hua meets some new friends at the celebration and plays with them happily. B. Li Hua finds some food and music he really likes in the festival celebration. C. This festival displays a rich culture and the locals are very enthusiastic towards him. D. Li Hua unexpectedly wins a small prize at the celebration, which makes him feel surprised and excited.</option>"
459,"Li Hua really likes to study folk customs. When he tours Thailand, he accidentally participates in a local traditional festival. The customs and activities of this festival are completely different from what he experiences before, but they fully display the rich culture and the locals are very enthusiastic towards him.",<question>###QUESTION: What does Li Hua feel when he participates in this festival?</question><option>###OPTION: A. Angry B. Thrilled C. Angry D. Surprise</option>
460,"Wang Li and Zhao Li are friends who meet online, they talk about everything and often video chat. Recently, they prepare for their first offline meeting.",<question>###QUESTION: What is Wang Li's mood when he meets Zhao Li for the first time?</question><option>###OPTION: A. Thrilled B. Fear C. Angry D. Proud</option>
461,"Wang Li and Zhao Li are friends who meet online, they talk about everything and often video chat. Recently, they prepare for their first offline meeting.","<question>###QUESTION: Wang Li should be excited to see Zhao Li, but he seems a little scared, why is this?</question><option>###OPTION: A. Wang Li worries that he and Zhao Li may not have common topics in reality. B. Wang Li is not sure if the actual meeting will ruin the good relationship they build online, this is full of unknowns. C. Wang Li worries that Zhao Li may have a bad impression of his appearance. D. Wang Li fears that Zhao Li may not like him anymore after the meeting.</option>"
462,"Wang Li and Zhao Li are friends who meet online, they talk about everything and often video chat. Recently they prepare for their first offline meeting. Wang Li is not sure if the actual meeting will ruin the good relationship they build online, this is full of unknowns.",<question>###QUESTION: What kind of emotion does Wang Li possibly have for the first meeting?</question><option>###OPTION: A. Thrilled B. Fear C. Curious D. Proud</option>
463,"Chen Yue and Li Ming are high school classmates, they accidentally meet again at a class reunion. Chen Yue has a crush on Li Ming, Li Ming is still single, at the class reunion, Li Ming actively invites Chen Yue to go out for coffee.",<question>###QUESTION: What is Chen Yue's feeling when Li Ming invites her to go out for coffee?</question><option>###OPTION: A. Indifferent B. Worried C. Excited D. Angry</option>
464,"Chen Yue and Li Ming are high school classmates, they accidentally meet again at a class reunion. Chen Yue has a crush on Li Ming, Li Ming is still single, at the class reunion, Li Ming actively invites Chen Yue to go out for coffee.","<question>###QUESTION: Chen Yue should be excited about Li Ming's invitation, why does she still feel worried?</question><option>###OPTION: A. Chen Yue worries that she might be so excited that she can't sleep at night. B. Chen Yue fears that Li Ming has no special feelings for her, which makes her very sad. C. Chen Yue worries that Li Ming might already have a girlfriend. D. Chen Yue fears that her feelings for Li Ming are discovered by other classmates, which is very embarrassing.</option>"
465,"Chen Yue and Li Ming are high school classmates, they accidentally meet again at the class reunion, Chen Yue always has a crush on Li Ming, Li Ming is still single. At the class reunion, Li Ming actively invites Chen Yue to go out for coffee, but Chen Yue fears that Li Ming does not have special feelings for her, which makes her very sad.",<question>###QUESTION: What kind of emotion does Chen Yue show at this time?</question><option>###OPTION: A. Indifferent B. Worried C. Excited D. Sad</option>
466,Yang Liu finds out that her favorite community park is about to be demolished to build a new modern shopping center. She spends a lot of good times in this park.,<question>###QUESTION: What kind of emotion does Yang Liu have when she knows her favorite park is going to be demolished?</question><option>###OPTION: A. Angry B. Sadness C. Indifferent D. Excited</option>
467,Yang Liu finds out that her favorite community park is about to be demolished to build a new modern shopping center. She spends a lot of good times in this park.,"<question>###QUESTION: Yang Liu should feel sad about the demolition of her favorite park, but why does she become very excited?</question><option>###OPTION: A. Yang Liu learns that the new shopping center includes a bigger and better park. B. Yang Liu finds that the design of the new shopping center commemorates her favorite park. C. Yang Liu understands that the new shopping center brings economic benefits to the community. D. Yang Liu is selected as the design consultant for the new shopping center.</option>"
468,"Yang Liu finds out that her favorite community park is about to be demolished to build a new modern shopping center. She spends a lot of good times in this park. Fortunately, the new shopping center also includes a bigger and better park.",<question>###QUESTION: What is Yang Liu's reaction when she learns about the new shopping plan?</question><option>###OPTION: A. Angry B. Sadness C. Indifferent D. Excited</option>
