INDEX,ABILITY,DATA_INDEX,STORY,QUESTION,OPTION-A,OPTION-B,OPTION-C,OPTION-D,ANSWER
430,Non-Literal Communication: Faux pas,4,"On Christmas Eve, Xiao Li comes home from school, looking forward to celebrating Christmas with her family. She sees her mother preparing dinner in the kitchen, and her father wrapping gifts in the living room. Xiao Li says: ""Dad, Mom, can we exchange gifts and light up the Christmas tree tonight?"" Her father replies: ""Of course, Xiao Li. Celebrating Christmas is a fun experience."" The family decorates the Christmas tree together, preparing for the evening's celebration. Xiao Li says: ""This is so interesting!""",Does the father know that Xiao Li wants to celebrate Christmas?,Knows,Does not know,,,A
431,Non-Literal Communication: Faux pas,1,"Xiao Jie has a minor surgery because of an ankle sprain, and he is recuperating in the hospital. His friends Xiao Fang and Xiao Mei come to visit him, hoping to bring him some happiness. They know Xiao Jie's situation in advance, so they are very careful. When they walk into the ward, Xiao Fang looks at Xiao Jie's elevated foot and says, ""These stories should make you happier."" Xiao Mei gives Xiao Jie some light comic books and says, ""We can chat, or we can just sit quietly, see what you like."" Then, they talk about the recent popular TV shows, and Xiao Jie also tries to participate.",Does anyone say something inappropriate in this story?,Someone says something inappropriate in the story,No one says anything inappropriate in the story.,,,B
432,Non-Literal Communication: Faux pas,2,"Xiao Jie has a minor surgery because of an ankle sprain, and he is recuperating in the hospital. His friends Xiao Fang and Xiao Mei come to visit him, hoping to bring him some happiness. They know Xiao Jie's situation in advance, so they are very careful. When they walk into the ward, Xiao Fang looks at Xiao Jie's elevated foot and says, ""These stories should make you happier."" Xiao Mei gives Xiao Jie some light comic books and says, ""We can chat, or we can just sit quietly, see what you like."" Then, they talk about the recent popular TV shows, and Xiao Jie also tries to participate.","If there is, which sentence is inappropriate?",These stories should make you happier.,"We can chat, or we can just sit quietly, see what you like.","Thank you, I am much better now.",No one says what they should not say.,D
433,Non-Literal Communication: Faux pas,3,"Xiao Jie has a minor surgery because of an ankle sprain, and he is recuperating in the hospital. His friends Xiao Fang and Xiao Mei come to visit him, hoping to bring him some happiness. They know Xiao Jie's situation in advance, so they are very careful. When they walk into the ward, Xiao Fang looks at Xiao Jie's elevated foot and says, ""These stories should make you happier."" Xiao Mei gives Xiao Jie some light comic books and says, ""We can chat, or we can just sit quietly, see what you like."" Then, they talk about the recent popular TV shows, and Xiao Jie also tries to participate.",What surgery does Xiao Jie have?,Throat surgery,Sprain surgery,Eye surgery,Oral surgery,B
434,Non-Literal Communication: Faux pas,4,"Xiao Jie has a minor surgery because of an ankle sprain, and he is recuperating in the hospital. His friends Xiao Fang and Xiao Mei come to visit him, hoping to bring him some happiness. They know Xiao Jie's situation in advance, so they are very careful. When they walk into the ward, Xiao Fang looks at Xiao Jie's elevated foot and says, ""These stories should make you happier."" Xiao Mei gives Xiao Jie some light comic books and says, ""We can chat, or we can just sit quietly, see what you like."" Then, they talk about the recent popular TV shows, and Xiao Jie also tries to participate.",Does Xiao Mei know that Xiao Jie has ankle surgery?,Knows,Does not know,,,A
435,Non-Literal Communication: Faux pas,1,"On the weekend, Xiaofang's family is planning a family gathering. Xiaofang excitedly says to her mother, ""Mom, we should go hiking, the scenery there is beautiful!"" The mother nods and says, ""Good idea, I also like hiking."" The father is looking at the seaside travel guide on the side, and only smiles slightly when he hears it. The mother says, ""Dad definitely also likes hiking, we decide to go hiking!"" On the day of the gathering, the whole family goes to the mountain, and the father occasionally looks at the distant sea.",Does anyone say something inappropriate in this story?,Someone in the story says something inappropriate.,No one in the story says anything inappropriate.,,,A
436,Non-Literal Communication: Faux pas,2,"On the weekend, Xiaofang's family is planning a family gathering. Xiaofang excitedly says to her mother, ""Mom, we should go hiking, the scenery there is beautiful!"" The mother nods and says, ""Good idea, I also like hiking."" The father is looking at the seaside travel guide on the side, and only smiles slightly when he hears it. The mother says, ""Dad definitely also likes hiking, we decide to go hiking!"" On the day of the gathering, the whole family goes to the mountain, and the father occasionally looks at the distant sea.","If there is, which sentence is inappropriate?","Mom, we should go hiking, the scenery there is beautiful!","Good idea, I also like hiking.","Dad definitely also likes hiking, we decide to go hiking!",There is no inappropriate sentence,C
437,Non-Literal Communication: Faux pas,3,"On the weekend, Xiaofang's family is planning a family gathering. Xiaofang excitedly says to her mother, ""Mom, we should go hiking, the scenery there is beautiful!"" The mother nods and says, ""Good idea, I also like hiking."" The father is looking at the seaside travel guide on the side, and only smiles slightly when he hears it. The mother says, ""Dad definitely also likes hiking, we decide to go hiking!"" On the day of the gathering, the whole family goes to the mountain, and the father occasionally looks at the distant sea.",Where does Xiaofang's family finally go?,Seaside,Hiking,Park,Amusement park,B
438,Non-Literal Communication: Faux pas,4,"On the weekend, Xiaofang's family is planning a family gathering. Xiaofang excitedly says to her mother, ""Mom, we should go hiking, the scenery there is beautiful!"" The mother nods and says, ""Good idea, I also like hiking."" The father is looking at the seaside travel guide on the side, and only smiles slightly when he hears it. The mother says, ""Dad definitely also likes hiking, we decide to go hiking!"" On the day of the gathering, the whole family goes to the mountain, and the father occasionally looks at the distant sea.",Does the mother know that the father wants to go to the seaside?,Knows,Does not know,,,B
439,Non-Literal Communication: Faux pas,1,"In the project meeting, Assistant Wang is reporting to Manager Li. Director Zhang comes in and suggests, ""I think we should change the project direction and adopt more innovative methods."" Manager Li knows the decision is already made and politely responds, ""Thank you for your suggestion, we consider it."" Another colleague in the meeting room who is at the decision-making meeting exchanges a look with Assistant Wang and says, ""Let's discuss the next topic.""",Does anyone say something inappropriate in this story?,Someone in the story says something inappropriate.,No one in the story says anything inappropriate.,,,A
440,Non-Literal Communication: Faux pas,2,"In the project meeting, Assistant Wang is reporting to Manager Li. Director Zhang comes in and suggests, ""I think we should change the project direction and adopt more innovative methods."" Manager Li knows the decision is already made and politely responds, ""Thank you for your suggestion, we consider it."" Another colleague in the meeting room who is at the decision-making meeting exchanges a look with Assistant Wang and says, ""Let's discuss the next topic.""","If there is, which sentence is inappropriate?",I think we should change the project direction and adopt more innovative methods.,"Thank you for your suggestion, we consider it.",Let's discuss the next topic.,There is no inappropriate sentence in the story.,A
441,Non-Literal Communication: Faux pas,3,"In the project meeting, Assistant Wang is reporting to Manager Li. Director Zhang comes in and suggests, ""I think we should change the project direction and adopt more innovative methods."" Manager Li knows the decision is already made and politely responds, ""Thank you for your suggestion, we consider it."" Another colleague in the meeting room who is at the decision-making meeting exchanges a look with Assistant Wang and says, ""Let's discuss the next topic.""",Which direction does Manager Li decide for the project?,Innovative direction,Traditional direction,Environmental direction,Has not decided yet,B
442,Non-Literal Communication: Faux pas,4,"In the project meeting, Assistant Wang is reporting to Manager Li. Director Zhang comes in and suggests, ""I think we should change the project direction and adopt more innovative methods."" Manager Li knows the decision is already made and politely responds, ""Thank you for your suggestion, we consider it."" Another colleague in the meeting room who is at the decision-making meeting exchanges a look with Assistant Wang and says, ""Let's discuss the next topic.""",Does Director Zhang know that Manager Li already decides the project direction?,Knows,Does not know,,,B
443,Non-Literal Communication: Faux pas,1,"The company has an important project, and Zhao and Sun are members of the project team. On Friday afternoon, the team needs to report the project progress to Manager Chen. At the report meeting, Zhao carefully introduces the technical details he is responsible for, and Sun elaborates on the market analysis part. After Zhao finishes his introduction, Manager Chen starts to comment: ""Zhao, you handle the technical part very well."" He continues: ""Sun, your market analysis is also excellent."" Finally, Manager Chen concludes: ""The cooperation between the two of you makes all aspects of this project very good.""",Does anyone say something inappropriate in this story?,Someone in the story says something inappropriate.,No one in the story says anything inappropriate.,,,B
444,Non-Literal Communication: Faux pas,2,"The company has an important project, and Zhao and Sun are members of the project team. On Friday afternoon, the team needs to report the project progress to Manager Chen. At the report meeting, Zhao carefully introduces the technical details he is responsible for, and Sun elaborates on the market analysis part. After Zhao finishes his introduction, Manager Chen starts to comment: ""Zhao, you handle the technical part very well."" He continues: ""Sun, your market analysis is also excellent."" Finally, Manager Chen concludes: ""The cooperation between the two of you makes all aspects of this project very good.""","If there is, which sentence is inappropriate?","Zhao, you handle the technical part very well.","Sun, your market analysis is also excellent.",The cooperation between the two of you makes all aspects of this project very good.,There is no inappropriate sentence,D
445,Non-Literal Communication: Faux pas,3,"The company has an important project, and Zhao and Sun are members of the project team. On Friday afternoon, the team needs to report the project progress to Manager Chen. At the report meeting, Zhao carefully introduces the technical details he is responsible for, and Sun elaborates on the market analysis part. After Zhao finishes his introduction, Manager Chen starts to comment: ""Zhao, you handle the technical part very well."" He continues: ""Sun, your market analysis is also excellent."" Finally, Manager Chen concludes: ""The cooperation between the two of you makes all aspects of this project very good.""",Which part of the project is Zhao responsible for?,Market analysis,Technical details,Financial management,Customer relations,B
446,Non-Literal Communication: Faux pas,4,"The company has an important project, and Zhao and Sun are members of the project team. On Friday afternoon, the team needs to report the project progress to Manager Chen. At the report meeting, Zhao carefully introduces the technical details he is responsible for, and Sun elaborates on the market analysis part. After Zhao finishes his introduction, Manager Chen starts to comment: ""Zhao, you handle the technical part very well."" He continues: ""Sun, your market analysis is also excellent."" Finally, Manager Chen concludes: ""The cooperation between the two of you makes all aspects of this project very good.""",Does Manager Chen know that Zhao is responsible for the technical details?,He knows,He does not know,,,A
447,Non-Literal Communication: Faux pas,1,"At a European medieval art exhibition, An Lei and Aunt Jane visit under the guidance of guide Li. When they come to a famous painting that An Lei helps to restore, Aunt Jane happily says, ""This restoration is really great, there is almost no difference from the original!"" An Lei shyly replies, ""Thank you, aunt, I also put a lot of effort into it."" Guide Li nods in agreement, ""Indeed, the restoration of this work reflects superb skills and profound cultural heritage. We continue to the next exhibition area.""",Does anyone say something inappropriate in this story?,Someone says something inappropriate in the story,No one says anything inappropriate in the story.,,,B
448,Non-Literal Communication: Faux pas,2,"At a European medieval art exhibition, An Lei and Aunt Jane visit under the guidance of guide Li. When they come to a famous painting that An Lei helps to restore, Aunt Jane happily says, ""This restoration is really great, there is almost no difference from the original!"" An Lei shyly replies, ""Thank you, aunt, I also put a lot of effort into it."" Guide Li nods in agreement, ""Indeed, the restoration of this work reflects superb skills and profound cultural heritage. We continue to the next exhibition area.""","If there is, which sentence is inappropriate?","This restoration is really great, there is almost no difference from the original!","Thank you, auntie, I also put a lot of effort into it.","Indeed, the restoration of this work shows superb skills and profound cultural heritage. Let's continue to the next exhibition area.",No one says what they should not say.,D
449,Non-Literal Communication: Faux pas,3,"At a European medieval art exhibition, An Lei and Aunt Jane visit under the guidance of guide Li. When they come to a famous painting that An Lei helps to restore, Aunt Jane happily says, ""This restoration is really great, there is almost no difference from the original!"" An Lei shyly replies, ""Thank you, aunt, I also put a lot of effort into it."" Guide Li nods in agreement, ""Indeed, the restoration of this work reflects superb skills and profound cultural heritage. We continue to the next exhibition area.""",Which work does Anlei participate in the restoration of?,Ancient Chinese famous painting,Ancient Indian famous painting,European medieval painting,Ancient Egyptian famous painting,C
450,Non-Literal Communication: Faux pas,4,"At a European medieval art exhibition, An Lei and Aunt Jane visit under the guidance of guide Li. When they come to a famous painting that An Lei helps to restore, Aunt Jane happily says, ""This restoration is really great, there is almost no difference from the original!"" An Lei shyly replies, ""Thank you, aunt, I also put a lot of effort into it."" Guide Li nods in agreement, ""Indeed, the restoration of this work reflects superb skills and profound cultural heritage. We continue to the next exhibition area.""",Does Aunt Jane know that Anlei participates in the restoration of that work?,Knows,Does not know,,,A
451,Emotion: Hidden emotions,1,"Xinxin wants to go to her friend's party tonight, but she has a stomachache. She knows, if she tells her mother she has a stomachache, her mother does not let her go. She tries to hide her feelings, so her mother lets her go to the party.",What are Xinxin's real feelings?,Sad,Scared,Happy,Disappointed,A
452,Emotion: Hidden emotions,2,"Xinxin wants to go to her friend's party tonight, but she has a stomachache. She knows, if she tells her mother she has a stomachache, her mother does not let her go. She tries to hide her feelings, so her mother lets her go to the party.",Why is Xinxin's true feeling sad?,Because she does not like parties,Because of the stomachache,She cannot attend the party,Because she fears her mother worries,B
453,Emotion: Hidden emotions,3,"Xinxin wants to go to her friend's party tonight, but she has a stomachache. She knows, if she tells her mother she has a stomachache, her mother does not let her go. She tries to hide her feelings, so her mother lets her go to the party.",How does Xinxin appear when this happens?,Sad,Scared,Happy,Disappointed,C
454,Emotion: Hidden emotions,4,"Xinxin wants to go to her friend's party tonight, but she has a stomachache. She knows, if she tells her mother she has a stomachache, her mother does not let her go. She tries to hide her feelings, so her mother lets her go to the party.",Why does Xinxin seem happy on the surface?,"Because she tells her mother the truth that she has a stomachache, she does not lie to her mother.",Because her mother agrees to her attending the party,To avoid her mother not letting her attend the party,Because her mother understands her situation.,C
455,Emotion: Hidden emotions,1,"Chen Fei is playing games with his friend. When the game ends, Chen Fei wins and his friend loses. Chen Fei tries to hide his real feelings, because otherwise his friend may not play with him anymore.",What are Chen Fei's real feelings?,Surprised,Calm,Happy,Grateful,C
456,Emotion: Hidden emotions,2,"Chen Fei is playing games with his friend. When the game ends, Chen Fei wins and his friend loses. Chen Fei tries to hide his real feelings, because otherwise his friend may not play with him anymore.",Why is Chen Fei's real feeling happy?,Because he wins the game,Because he wants to make his friend happy,Because he hides his real feelings,Because he likes to play games,A
457,Emotion: Hidden emotions,3,"Chen Fei is playing games with his friend. When the game ends, Chen Fei wins and his friend loses. Chen Fei tries to hide his real feelings, because otherwise his friend may not play with him anymore.",How does Chen Fei appear when this happens?,Surprised,Calm,Happy,Grateful,B
458,Emotion: Hidden emotions,4,"Chen Fei is playing games with his friend. When the game ends, Chen Fei wins and his friend loses. Chen Fei tries to hide his real feelings, because otherwise his friend may not play with him anymore.",Why does Chen Fei appear calm on the surface?,Because he does not care about winning or losing,Because he likes to hide his feelings,Because he thinks the game is not important,Because he avoids upsetting his friend,D
459,Emotion: Hidden emotions,1,"Ruru participates in a speech competition at school. She makes a mistake in her speech, and all other students perform very well. After the competition ends, the students share their performances with each other, no one makes any mistakes. Ruru tries to pretend her speech is as good as theirs",What are Ruru's real feelings?,Happy,Sad,Proud,Afraid,B
460,Emotion: Hidden emotions,2,"Ruru participates in a speech competition at school. She makes a mistake in her speech, and all other students perform very well. After the competition ends, the students share their performances with each other, no one makes any mistakes. Ruru tries to pretend her speech is as good as theirs",Why is Ruru's true feeling sad?,Because she feels nervous in the competition,Because she makes a mistake in her speech,Because she does not care about the competition results,Because she wants to be as excellent as her classmates,B
461,Emotion: Hidden emotions,3,"Ruru participates in a speech competition at school. She makes a mistake in her speech, and all other students perform very well. After the competition ends, the students share their performances with each other, no one makes any mistakes. Ruru tries to pretend her speech is as good as theirs",How does Ruru appear when this happens?,Happy,Sad,Proud,Afraid,A
462,Emotion: Hidden emotions,4,"Ruru participates in a speech competition at school. She makes a mistake in her speech, and all other students perform very well. After the competition ends, the students share their performances with each other, no one makes any mistakes. Ruru tries to pretend her speech is as good as theirs",Why does Ruru seem happy on the surface?,Because she pretends her speech is as good as her classmates,Because she participates in the school speech competition and is very happy,Because she does not care about the competition results,Because she wants to be as excellent as her classmates,A
463,Knowledge: Information-knowledge links,1,"Almost every letter to Laura Company contains a check. Today, Laura receives 5 letters.  Laura tells you on the phone ""I look at 3 out of 5 letters. There are checks in 2 of the letters.","Before Laura calls you, how many of these 5 letters do you think contain checks?","Before the call, 0 letters contain checks.","Before the call, 1 letter contains a check.","Before the call, 2 letters contain checks.","Before the call, 4 letters contain checks.",D
464,Knowledge: Information-knowledge links,2,"Almost every letter to Laura Company contains a check. Today, Laura receives 5 letters.  Laura tells you on the phone ""I look at 3 out of 5 letters. There are checks in 3 of the letters.","After Laura calls you, how many of these 5 letters do you think contain checks?","After the call, 0 letters contain checks.","After the call, 1 letter contains a check.","After the call, 2 letters contain checks.","After the call, 4 letters contain checks.",D
465,Knowledge: Information-knowledge links,1,"In a toy store of a shopping center, salesperson Xiao Zhang is arranging various toys. He tells mom Liu, ""We have 50 different toys, most of them are dolls, some are puzzles, but there are hardly any remote control cars."" Liu checks and finds that there are only 10 puzzle toys.","Before Liu checks, how many dolls does she estimate?","Before Liu checks, she estimates there are 20 dolls.","Before Liu checks, she estimates there are 49 dolls.","Before Liu checks, she estimates there are 50 dolls.","Before Liu checks, she estimates there are 45 dolls.",D
466,Knowledge: Information-knowledge links,2,"In a toy store of a shopping center, salesperson Xiao Zhang is arranging various toys. He tells mom Liu, ""We have 50 different toys, most of them are dolls, some are puzzles, but there are hardly any remote control cars."" Liu checks and finds only 10 puzzle toys.","After checking, how many dolls does Liu guess there are?","After checking, Liu guesses there are 40 dolls.","After checking, Liu guesses there are 35 dolls.","After checking, Liu guesses there are 50 dolls.","After checking, Liu guesses there are 45 dolls.",B
467,Knowledge: Information-knowledge links,1,"A community reading corner has 15 books. Volunteers tell residents that the vast majority are novels, a small part are magazines, and very few are picture books. After browsing, residents find that only 3 are magazines.",How many do residents guess are novels before browsing?,"Before browsing, residents guess that there are 5 novels.","Before browsing, residents guess that there are 13 novels.","Before browsing, residents guess that there are 8 novels.","Before browsing, residents guess that there are 14 novels.",B
468,Knowledge: Information-knowledge links,2,"A community reading corner has 15 books. Volunteers tell residents that most are novels, a small part are magazines, and very few are picture books. After browsing, residents find that only 3 are magazines.",How many do residents guess are novels after browsing?,"After browsing, residents guess there are 5 novels.","After browsing, residents guess there are 13 novels.","After browsing, residents guess there are 10 novels.","After browsing, residents guess there are 14 novels.",C
469,Knowledge: Information-knowledge links,1,"At a family gathering, everyone is dividing a pile of gifts. Dad says to his son, Xiao Ming, ""There are 50 gifts here, most of them are toys, some are clothes, but there are hardly any books."" Xiao Ming checks and finds that there are 10 pieces of clothing.",How many dolls does Xiao Ming estimate before checking?,"Before checking, Xiao Ming estimates there are 49 dolls.","Before checking, Xiao Ming estimates there are 20 dolls.","Before checking, Xiao Ming estimates there are 50 dolls.","Before checking, Xiao Ming estimates there are 45 dolls.",D
470,Knowledge: Information-knowledge links,2,"At a family gathering, everyone is dividing a pile of gifts. Dad says to his son, Xiao Ming, ""There are 50 gifts here, most of them are toys, some are clothes, but there are hardly any books."" Xiao Ming checks and finds that there are 10 pieces of clothing.","After checking, how many dolls does Xiao Ming estimate?","After checking, Xiao Ming estimates there are 40 dolls.","After checking, Xiao Ming estimates there are 35 dolls.","After checking, Xiao Ming estimates there are 50 dolls.","After checking, Xiao Ming estimates there are 45 dolls.",B
471,Knowledge: Information-knowledge links,1,"There are 30 chairs in an office, Manager Li tells Director Wang that most of them are brand new, some are still usable, almost none need repairs. After checking, Director Wang finds that only 5 chairs are not brand new and do not need repairs.",How many chairs does Director Wang estimate are brand new before checking?,"Before checking, Director Wang estimates that there are 22 brand new chairs.","Before checking, Director Wang estimates that there are 16 brand new chairs.","Before checking, Director Wang estimates that there are 25 brand new chairs.","Before checking, Director Wang estimates that there are 19 brand new chairs.",A
472,Knowledge: Information-knowledge links,2,"There are 30 chairs in an office, Manager Li tells Director Wang, most of them are brand new, some are still usable, almost none need repairs. After checking, Director Wang finds that only 5 chairs are not brand new and do not need repairs.",Please ask how many ginkgo trees Director Wang estimates after checking?,"After checking, Director Wang estimates there are 9 brand new chairs.","After checking, Director Wang estimates there are 16 brand new chairs.","After checking, Director Wang estimates there are 25 brand new chairs.","After checking, Director Wang estimates there are 23 brand new chairs.",D
473,Knowledge: Information-knowledge links,1,"In a pet store, customer Xiao Zhang is choosing pet birds. He tells the store owner Xiao Li, ""There are 50 birds here, most of them are parrots, some are pigeons, but there are hardly any sparrows."" Xiao Li counts and finds there are only 12 pigeons.","Before Xiao Li counts, how many parrots does he guess there are?","Before Xiao Li counts, he guesses there are 25 parrots.","Before Xiao Li counts, he guesses there are 49 parrots.","Before Xiao Li counts, he guesses there are 50 parrots.","Before Xiao Li counts, he guesses there are 45 parrots.",D
474,Knowledge: Information-knowledge links,2,"In a pet store, customer Xiao Zhang is choosing pet birds. He tells the store owner Xiao Li, ""There are 50 birds here, most of them are parrots, some are pigeons, but there are hardly any sparrows."" Xiao Li counts and finds that there are only 12 pigeons.","After Xiao Li counts, how many parrots does he guess there are?","After counting, Xiao Li guesses there are 38 parrots.","After counting, Xiao Li guesses there are 35 parrots.","After counting, Xiao Li guesses there are 15 parrots.","After counting, Xiao Li guesses there are 45 parrots.",B
475,Knowledge: Information-knowledge links,1,"In a restaurant, the waitress Xiao Li is providing the menu to the customers. She tells the customer Xiao Chen, ""Our menu has 50 dishes, most of which are beef dishes, some are chicken dishes, but there are almost no vegetarian options."" Xiao Chen browses and finds only 8 vegetarian options.","Before Xiao Chen browses, how many beef dishes does he guess?","Before Xiao Chen browses, he guesses there are 25 beef dishes.","Before Xiao Chen browses, he guesses there are 30 beef dishes.","Before Xiao Chen browses, he guesses there are 45 beef dishes.","Before Xiao Chen browses, he guesses there are 49 beef dishes.",C
476,Knowledge: Information-knowledge links,2,"In a restaurant, the waitress Xiao Li is providing the menu to the customers. She tells the customer Xiao Chen, ""Our menu has 50 dishes, most of which are beef dishes, some are chicken dishes, but there are almost no vegetarian options."" Xiao Chen browses and finds only 8 vegetarian options.","After browsing, how many beef dishes does Xiao Chen guess?","After browsing, Xiao Chen guesses there are 20 beef dishes.","After browsing, Xiao Chen guesses there are 30 beef dishes.","After browsing, Xiao Chen guesses there are 40 beef dishes.","After browsing, Xiao Chen guesses there are 45 beef dishes.",C
477,Knowledge: Information-knowledge links,1,"There are 15 bicycles in the campus, Li Ming tells Chen Gang, he thinks most of them are new. After careful observation, Chen Gang thinks that only 5 of them look very new.",How many bicycles does Chen Gang guess are new before he observes carefully?,"Before Chen Gang observes carefully, he guesses that 12 bicycles are new.","Before Chen Gang observes carefully, he guesses that 6 bicycles are new.","Before Chen Gang observes carefully, he guesses that 10 bicycles are new.","Before Chen Gang observes carefully, he guesses that 9 bicycles are new.",A
478,Knowledge: Information-knowledge links,2,"There are 15 bicycles in the campus, Li Ming tells Chen Gang, he thinks most of them are new. After careful observation, Chen Gang thinks that only 5 of them look very new.",How many bicycles does Chen Gang think are new after careful observation?,"After careful observation, Chen Gang guesses that 12 bicycles are new.","After careful observation, Chen Gang guesses that 6 bicycles are new.","After careful observation, Chen Gang guesses that 10 bicycles are new.","After careful observation, Chen Gang guesses that 5 bicycles are new.",D
479,Knowledge: Information-knowledge links,1,"In a maternity ward of a hospital, Nurse Zhao is taking care of newborn babies. She tells the new nurse, Xiao Yang, ""Today, 20 babies are born, most of them are boys, some are girls, but there are hardly any twins."" Xiao Yang counts and finds that there are only 5 girls.","Before Xiao Yang counts, how many boys does she guess there are?","Before Xiao Yang counts, she guesses there are 10 boys.","Before Xiao Yang counts, she guesses there are 20 boys.","Before Xiao Yang counts, she guesses there are 19 boys.","Before Xiao Yang counts, she guesses there are 17 boys.",D
480,Knowledge: Information-knowledge links,2,"In a maternity ward of a hospital, Nurse Zhao is taking care of newborn babies. She says to the new nurse, Xiao Yang, ""Today, 20 babies are born, most of them are boys, some are girls, but there are hardly any twins."" Xiao Yang counts and finds that there are only 5 girls.","After Xiao Yang counts, how many boys does she guess there are?","After counting, Xiao Yang guesses there are 13 boys.","After counting, Xiao Yang guesses there are 15 boys.","After counting, Xiao Yang guesses there are 19 boys.","After counting, Xiao Yang guesses there are 17 boys.",A
481,Knowledge: Information-knowledge links,1,"In a farm, farmer Xiao Wang is checking different types of vegetables. He says to his assistant Xiao Li, ""We plant 40 different kinds of vegetables, most of them are tomatoes, some are carrots, but there are almost no eggplants."" After careful inspection, Xiao Li finds that there are only 5 carrots.","Before Xiao Li carefully inspects, how many types of tomatoes does he guess?","Before Xiao Li carefully inspects, he guesses there are 20 types of tomatoes.","Before Xiao Li carefully inspects, he guesses there are 35 types of tomatoes.","Before Xiao Li carefully inspects, he guesses there are 39 types of tomatoes","Before Xiao Li carefully inspects, he guesses there are 25 types of tomatoes",B
482,Knowledge: Information-knowledge links,2,"In a farm, farmer Xiao Wang is checking different types of vegetables. He says to his assistant Xiao Li, ""We plant 40 different types of vegetables, most of them are tomatoes, some are carrots, but there are almost no eggplants."" After careful inspection, Xiao Li finds only 5 carrots.","After careful inspection, how many types of tomatoes does Xiao Li guess?","After careful inspection, Xiao Li guesses there are 20 types of tomatoes.","After careful inspection, Xiao Li guesses there are 35 types of tomatoes.","After careful inspection, Xiao Li guesses there are 30 types of tomatoes","After careful inspection, Xiao Li guesses there are 25 types of tomatoes",C
483,Knowledge: Information-knowledge links,1,"In a fruit orchard in a rural area, Xiao Ming and Xiao Hong pick fruits together. There are 15 apples on the tree, almost half of them are red apples. Xiao Hong picks 7, then says there are 3 red apples among them.",Please ask how many red apples are on the tree before Xiao Hong picks them,"Before Xiao Hong picks the fruits, it is estimated that there are 7 red apples on the tree","Before Xiao Hong picks the fruits, it is estimated that there are 4 red apples on the tree","Before Xiao Hong picks the fruits, it is estimated that there are 8 red apples on the tree","Before Xiao Hong picks the fruits, it is estimated that there are 2 red apples on the tree",A
484,Knowledge: Information-knowledge links,2,"In a fruit orchard in a rural area, Xiao Ming and Xiao Hong pick fruits together. There are 15 apples on the tree, almost half of them are red apples. Xiao Hong picks 7, then says there are 3 red apples among them.",Please ask how many red apples are there on the tree after Xiao Hong picks them,"After Xiao Hong picks, it is estimated that there are 0 red apples on the tree","After Xiao Hong picks, it is estimated that there is 1 red apple on the tree","After Xiao Hong picks, it is estimated that there are 2 red apples on the tree","After Xiao Hong picks, it is estimated that there are 4 red apples on the tree",D
485,Knowledge: Information-knowledge links,1,"At a family gathering, there are 30 dishes. The host tells the guests that most of the dishes are spicy, only a few dishes are sweet. After trying, the guests find that only 2 dishes are sweet.","Before trying, how many dishes does the guest guess are spicy?","Before trying, the guest guesses that 30 dishes are spicy.","Before trying, the guest guesses that 25 dishes are spicy.","Before trying, the guest guesses that 10 dishes are spicy.","Before trying, the guest guesses that 20 dishes are spicy.",B
486,Knowledge: Information-knowledge links,2,"At a family gathering, there are 30 dishes. The host tells the guests that most of the dishes are spicy, only a few dishes are sweet. After trying, the guests find that only 2 dishes are sweet.",Please guess how many dishes are spicy after the guests try?,"After trying, the guests guess that 30 dishes are spicy.","After trying, the guests guess that 28 dishes are spicy.","After trying, the guests guess that 10 dishes are spicy.","After trying, the guests guess that 20 dishes are spicy.",B
487,Knowledge: Information-knowledge links,1,"In a football team, there are 18 players, almost one third are goalkeepers. The coach selects some people to go to the gym to get the ball, and finds that there are 4 goalkeepers","Before the coach selects people to get the ball, how many goalkeepers are there in the team?","Before the coach selects people to get the ball, there is 1 goalkeeper in the team.","Before the coach selects people to get the ball, there are 8 goalkeepers in the team.","Before the coach selects people to get the ball, there are 5 goalkeepers in the team.","Before the coach selects people to get the ball, there are 4 goalkeepers in the team.",C
488,Knowledge: Information-knowledge links,2,"In a football team, there are 18 players, almost one third are goalkeepers. The coach selects some people to go to the gym to get the ball, and finds that there are 4 goalkeepers","After the coach selects people to get the ball, how many goalkeepers are there in the team?","After the coach selects people to get the ball, there is 1 goalkeeper in the team.","After the coach selects people to get the ball, there are 6 goalkeepers in the team.","After the coach selects people to get the ball, there are 5 goalkeepers in the team.","After the coach selects people to get the ball, there are 4 goalkeepers in the team.",C
489,Knowledge: Information-knowledge links,1,"In a classroom of a middle school, teacher Wang is explaining different subjects. He says to student Liu, ""We have 10 different courses, most are science courses, some are literature courses, but there are hardly any art courses."" Liu flips through the schedule and finds only 3 art classes.","Before Liu flips through the schedule, how many science classes does he guess?","Before Liu flips through the schedule, he guesses there are 3 science classes","Before Liu flips through the schedule, he guesses there are 10 science classes","Before Liu flips through the schedule, he guesses there are 8 science classes","Before Liu flips through the schedule, he guesses there are 9 science classes",C
